รายวิชาเพิ่มเติม ม.5  2/2568,,"  หมายเหตุ :  1.  นักเรียนต้องอ่านเงื่อนไขของบางรายวิชาให้ชัดเจน และห้ามลงทะเบียนเรียนซ้ำในรายวิชาที่เคยเรียนมาแล้วในช่วง ม.4-6
ศ30235,การปฏิบัติกลองไทยสร้างสรรค์,1,2,"ศึกษาเกี่ยวกับการบรรเลงเครื่องหนังไทยศึกษาหน้าทับพื้นฐานและหน้าทับพิเศษ ได้แก่ ลาว, พม่า, เขมร แขก, มอญ, ตะลุง และจีนการบรรเลงเพลงสำเนียงต่าง ๆ และแนวทางหลักการสร้างสรรค์หน้าทับกลองผ่านกระบวนเรียนรู้จากการสาธิตและการเรียนรู้แบบมีส่วนร่วมเพื่อให้นักเรียนได้รับประสบการณ์จริงคิดสร้างสรรค์รูปแบบการบรรเลงกลองสำหรับประกอบ
การแสดง และการนำไปประยุกต์",อ.ภูวิศ,1,ทุกกลุ่ม,2,,,,,,,,,,,,,,,,✔,✔,,,
ศ30249,"การปฏิบัติกลองไทย
สร้างสรรค์ 2",,,,อ.ภูวิศ,1,ทุกกลุ่ม,2,,,,,,,,,,,,,,,,✔,✔,,,
ศ30253,"การปฏิบัติกลองไทย
สร้างสรรค์ 3",,,,อ.ภูวิศ,1,ทุกกลุ่ม,2,,,,,,,,,,,,,,,,✔,✔,,,
ศ30252,การถ่ายภาพเพื่อการโฆษณา,1,2,"ศึกษาพื้นฐานการถ่ายภาพเบื้องต้นในส่วนของเทคนิคกล้อง
และไฟ การเรียนรู้เรื่องแสงธรรมชาติ หลักการในการผสมแสง และการจัดองค์ประกอบของการถ่ายภาพแฟชั่นและภาพบุคคล
ผ่านการปฎิบัติในโจทย์ต่างๆ","อ.สาธิต / 
อ.พิมพ์ฬวีร์ / 
อ.กัลยาวีรย์ / 
อ.จิตริณี",1,ทุกกลุ่ม,8,,,,,,,,,,,,,,,,✔,✔,,,
ศ30248,ทฤษฎีดนตรีสากล,1,2,ศึกษาทฤษฎีดนตรีสากลเบื้องต้น จังหวะ ทำนอง บันไดเสียง การอ่านโน๊ต และเครื่องหมายต่าง ๆ รวมไปถึงประวัติความเป็นมาของดนตรีสากลในมิติของต่างประเทศและในประเทศ ตั้งแต่ยุค Classic ถึงยุค Modern นอกจากนี้ จะได้รู้จักเครื่องดนตรีแต่ละชนิด รวมไปถึงการพัฒนาทักษะการเล่นเครื่องดนตรีสากลเบื้องต้น  โดยจะได้ความรู้พื้นฐานเพื่อต่อยอดทฤษฎีดนตรีที่สูงขึ้นและพัฒนาทักษะการเล่นเครื่องดนตรี,"อ.นที / 
อ.มนันท์สิญา / 
อ.ศรัณย์ / 
อ.ชัชกาญจ์",1,ทุกกลุ่ม,8,,,,,,,,,,,,,,,,✔,✔,,,
"กลุ่มสาระการการเรียนรู้สุขศึกษา
และพลศึกษา",,,,,,,,,,,,,,,,,,,,,,,,,,,,
พ32261,การเป็นผู้ฝึกสอนกรีฑา,1,2,"เรียนรู้เกี่ยวกับการเป็นผู้ฝึกสอนกรีฑาขั้นพื้นฐาน ในการอบอุ่นร่างกาย การบริหารร่างกายสำหรับการเล่นกรีฑา การเรียนรู้หลักการพื้นฐานการฝึกกรีฑาทั้งประเภทลู่ ประเภทลาน 
การวางแผนการฝึกซ้อม การจัดการความเสี่ยงในการเล่นกรีฑาอย่างปลอดภัย รวมถึงจริยธรรมและการเห็นคุณค่าของการเป็นผู้ฝึกสอนกรีฑา สามารถนำความรู้ไปปฏิบัติและประยุกต์ใช้ในชีวิตประจำวันในอนาคตต่อไป",อ.ทรงพล,1,ทุกกลุ่ม,25,,,,,,,,,,,,,,✔,✔,,,,,
พ32247,เพศวิถีศึกษา,0.5,1,ศึกษาการคิด อารมณ์ กายภาพ และสังคม เพื่อให้เกิดความรู้ ทักษะ และทัศนคติ และค่านิยมที่ช่วยส่งเสริมสุขภาพ สุขภาวะ และศักดิ์ศรีอย่างสมบูรณ์ พัฒนาสัมพันธภาพทางสังคมและความสัมพันธ์ทางเพศที่เคารพซึ่งกันและกัน ตระหนักถึงความสำคัญของโรคติดต่อทางเพศสัมพันธ์ และการลดความเสี่ยงจากพฤติกรรมทางเพศ และการตั้งครรภ์ก่อนวัยอันควร,อ.วรกมล,1,ทุกกลุ่ม,35,,,,,,,,,✔,,,,,,,,,,,
,,,,,อ.วรกมล,2,ทุกกลุ่ม,35,,,,,,,,,,,,,✔,,,,,,,
พ32238,ซอฟท์บอลเพื่อการแข่งขัน 4,1,2,การฝึกทักษะและเทคนิคการเป็นฝ่ายรุกและฝ่ายรับเพื่อการแข่งขันในกีฬาซอฟท์บอล,อ.สุพัฒน์พงศ์,1,ทุกกลุ่ม,25,,,,,,,,,✔,✔,,,,,,,,,,
พ32249,เทเบิลเทนนิสขั้นสูง,1,2,"เรียนรู้ทักษะการเล่นกีฬาเทเบิลเทนนิสขั้นสูงต่างๆ ท่าทาง
การตี วิธีการตบ การตัด การหยอดลูก ตลอดจนเทคนิค 
ในการเล่น เพื่อใช้ในการแข่งขันต่อไป",อ.ทินวัฒน์,1,ทุกกลุ่ม,25,,,,,,,,,,,,,,✔,✔,,,,,
พ32260,บาสเกตบอลเพื่อนันทนาการ,1,2,"หลักการและวิธีการเบื้องต้นในการเล่นบาสเกตบอลเพื่อนันทนาการในเวลาว่างในการพัฒนาสุขภาพองค์รวม 
พร้อมเรียนรู้กฎกติกากีฬาบาสเกตบอลในเวลาเดียวกัน",อ.ฮานาฟีย์,1,ทุกกลุ่ม,25,,,,,,,,,,,,,,,,✔,✔,,,
,,1,2,,อ.สุพัฒน์พงศ์,2,ทุกกลุ่ม,25,,,,,,✔,✔,,,,,,,,,,,,,
พ32231,ผู้ตัดสินฮอกกี้,1,2,"มุ่งเน้นให้นักเรียนได้ออกกำลังกายผ่านการเล่นกีฬาฮอกกี้ 
ได้ฝึกทักษะกีฬาฮอกกี้ ประเภท 5 คน เรียนรู้กติกาการแข่งขันกีฬาฮอกกี้ 5 คน สามารถนำทักษะการทำงานร่วมกับผู้อื่น 
มาปรับใช้ในชีวิตประจำวัน มีสุขภาพกาย และจิตใจที่สมบูรณ์ รู้จักใช้เวลาว่างให้เป็นประโยชน์",อ.ฉฏาธร,1,ทุกกลุ่ม,25,,,,,,,,,✔,✔,,,,,,,,,,
"กลุ่มสาระการการเรียนรู้ภาษา
ต่างประเทศ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
อ32202,การอ่านภาษาอังกฤษ 4,1,2,"สรุปความ ตีความ และแสดงความคิดเห็นจากการอ่านจากสื่อประเภทต่าง ๆ โดยเข้าใจโครงสร้างรูปแบบประโยคทั้งเรียบง่ายและซับซ้อน ใช้ทักษะต่าง ๆ ในการแสวงหาความรู้ เพื่อช่วยในการเปิดโลกทัศน์ รวมถึงพัฒนาทักษะการคิด การสื่อสารและการใช้เทคโนโลยี เพื่อฝึกฝนและพัฒนาทักษะภาษาอังกฤษ
ทั้ง 4 ทักษะโดยเฉพาะทักษะการอ่าน เพื่อใช้ในการรับสารและสื่อสารได้อย่างมีประสิทธิภาพ",อ.กฤตรัตน์,1,ทุกกลุ่ม,35,,✔,✔,,,,,,,,,,,,,,,,,
,,,,,อ.อภันตรี,2,ทุกกลุ่ม,35,,,,✔,✔,,,,,,,,,,,,,,,
,,,,,อ.วิไลพรรณ,3,ทุกกลุ่ม,35,,,,,,,✔,,,✔,,,,,,,,,,
อ32220,"ทักษะการสื่อสาร
ภาษาอังกฤษ 4",0.5,1,ฝึกทักษะการใช้ภาษาอังกฤษเพื่อการสื่อสาร ทั้งการฟัง การพูด การเขียน และการนำเสนอความคิดเห็นในรูปแบบต่างๆ เช่น การนำเสนอหน้าชั้นเรียน การอภิปราย การพูดสุนทรพจน์สั้นๆ การโต้วาที เป็นต้น โดยเรียนกับอาจารย์เจ้าของภาษา ผ่านการทำกิจกรรมเพื่อพัฒนาทักษะภาษาอังกฤษทั้ง 4 ด้านคือ Reading - Speaking - Writing - Listening อีกทั้งฝึกฝนให้นักเรียนมีความมั่นใจในการสื่อสารภาษาอังกฤษมากยิ่งขึ้น,"T.Kazim 
/ อ.จารุภัทร",1,ทุกกลุ่ม,20,,,✔,,,,,,,,,,,,,,,,,
,,,,,"T.Kazim 
/ อ.กฤตรัตน์",1,ทุกกลุ่ม,20,,,,,,,,,,✔,,,,,,,,,,
จ30240,สรวลสันหรรษาภาษาจีน 2,1,2,"ผู้เรียนศึกษาภาษาจีนเพื่อการสื่อสารเฉพาะอย่าง โดยมุ่งเน้นทักษะการฟัง-พูด และ ทักษะการอ่าน-เขียนผ่านตัวอักษร
พิณอิน รู้จักคำศัพท์ ไวยากรณ์เบื้องตัน สำนวนภาษาจีนในชีวิตประจำวัน ศึกษาภาษาผ่านการจัดประสบการณ์ทั้งในและนอกชั้นเรียน นำภาษาไปใช้เพื่อการสื่อสารจริงในชีวิตประจำวัน ตามสถานการณ์ต่างๆ  รู้จักวัฒนธรรม สื่อบันเทิง ที่เป็นที่นิยมในกระแสวัฒนธรรมจีนโดยผู้เรียนไม่จำเป็นต้องมีพื้นฐาน","อ.สุพิสัณห์ 
/ อ.ชัญญภัค",1,ทุกกลุ่ม,25,,,,,,,,,,,,,,,,✔,✔,,,
ก32204,ภาษาเกาหลีขั้นกลาง 2 ,1,2,"สำหรับนักเรียนในทุกกลุ่มการเรียนที่มีพื้นฐานมาแล้วและ
มีความสนใจในภาษาเกาหลี การจัดการเรียนการสอนเพื่อเตรียมความพร้อมทางด้านทักษะภาษา ด้านวัฒนธรรมและวิชาการเพื่อนักเรียนที่สนใจศึกษาต่อระดับปริญญาตรีใน
ต่างประเทศ การสอบวัดระดับภาษา หรือเพื่อให้ผู้เรียนมีคุณสมบัติเพิ่มเติมในด้านทักษะภาษาต่างประเทศ ที่ 3 หรือภาษาที่ 4 ต่อไป",อ.ฮเยริน,1,ทุกกลุ่ม,35,,,,,,,,,✔,✔,,,,,,,,,,
ฝ30232,ภาษาฝรั่งเศสเบื้องต้น 2,1,2,สำหรับนักเรียนในทุกกลุ่มการเรียนที่มีความสนใจในภาษาฝรั่งเศส การจัดการเรียนการสอนเพื่อเตรียมความพร้อมทางด้านทักษะภาษา ด้านวัฒนธรรมและวิชาการเพื่อนักเรียนที่สนใจศึกษาต่อระดับปริญญาตรีในต่างประเทศ การสอบวัดระดับภาษา หรือเพื่อให้ผู้เรียนมีคุณสมบัติเพิ่มเติมในด้านทักษะภาษาต่างประเทศที่ 3 หรือภาษาที่ 4 ต่อไป,อ.วิรัชวิชชา,1,ทุกกลุ่ม,10,"ไม่รับนักเรียนที่เรียนศิลป์ 
(ภาษา) ที่เป็นภาษาเดียวกับวิชานี้",,,,,,,,,,,,,,,✔,✔,,,
ฝ30234,ภาษาฝรั่งเศสเบื้องต้น 4,1,2,"สำหรับนักเรียนในทุกกลุ่มการเรียนที่มีพื้นฐานมาแล้ว 
การจัดการเรียนการสอนเพื่อเตรียมความพร้อมทางด้านทักษะภาษา ด้านวัฒนธรรมและวิชาการเพื่อนักเรียนที่สนใจศึกษาต่อระดับปริญญาตรีในต่างประเทศ การสอบวัดระดับภาษา หรือเพื่อให้ผู้เรียนมีคุณสมบัติเพิ่มเติมในด้านทักษะภาษา
ต่างประเทศที่ 3 หรือภาษาที่ 4 ต่อไป",อ.ณิชาภัทร,1,ทุกกลุ่ม,10,"ไม่รับนักเรียนที่เรียนศิลป์ 
(ภาษา) ที่เป็นภาษาเดียวกับวิชานี้",,,,,,,,,,,,,,,✔,✔,,,
จ30234,ภาษาจีนเบื้องต้น 4,1,2,สำหรับนักเรียนในทุกกลุ่มการเรียนที่มีพื้นฐานมาแล้ว และมีความสนใจในภาษาจีน การจัดการเรียนการสอนเพื่อเตรียมความพร้อมทางด้านทักษะภาษา ด้านวัฒนธรรมและวิชาการเพื่อนักเรียนที่สนใจศึกษาต่อระดับปริญญาตรีในต่างประเทศ การสอบวัดระดับภาษา หรือเพื่อให้ผู้เรียนมีคุณสมบัติเพิ่มเติมในด้านทักษะภาษาต่างประเทศ ที่3 หรือภาษาที่ 4 ต่อไป,อ.ถาน,1,ทุกกลุ่ม,10,"ไม่รับนักเรียนที่เรียนศิลป์ 
(ภาษา) ที่เป็นภาษาเดียวกับวิชานี้",,,,,,,,,,,,,,,✔,✔,,,
ย30232,ภาษาเยอรมันเบื้องต้น 2,1,2,สำหรับนักเรียนในทุกกลุ่มการเรียนที่มีความสนใจในภาษาเยอรมัน การจัดการเรียนการสอนเพื่อเตรียมความพร้อมทางด้านทักษะภาษา ด้านวัฒนธรรมและวิชาการเพื่อนักเรียนที่สนใจศึกษาต่อระดับปริญญาตรีในต่างประเทศ การสอบวัดระดับภาษา หรือเพื่อให้ผู้เรียนมีคุณสมบัติเพิ่มเติมในด้านทักษะภาษาต่างประเทศที่ 3 หรือภาษาที่ 4 ต่อไป,อ.ณัฏฐริญา,1,ทุกกลุ่ม,10,"ไม่รับนักเรียนที่เรียนศิลป์ 
(ภาษา) ที่เป็นภาษาเดียวกับวิชานี้",,,,,,,,,,,,,,,✔,✔,,,
ย30211,"เปิดโลกภาษาเยอรมัน

(ปิดรายวิชา)",1,2,"สำหรับนักเรียนในทุกกลุ่มการเรียนที่มีพื้นฐานมาแล้ว และมีความสนใจในภาษาเยอรมัน การจัดการเรียนการสอนเพื่อเตรียมความพร้อมทางด้านทักษะภาษา ด้านวัฒนธรรมและวิชาการเพื่อนักเรียนที่สนใจศึกษาต่อระดับปริญญาตรี
ในต่างประเทศ การสอบวัดระดับภาษา",ผศ. รัตนา,1,ทุกกลุ่ม,10,"ไม่รับนักเรียนที่เรียนศิลป์ 
(ภาษา) ที่เป็นภาษาเดียวกับวิชานี้",,,,,,,,,,,,,,,✔,✔,,,
ญ30232,ภาษาญี่ปุ่นเบื้องต้น 2,1,2,"สำหรับนักเรียนในทุกกลุ่มการเรียนที่มีความสนใจในภาษา ญี่ปุ่นการจัดการเรียนการสอนเพื่อเตรียมความพร้อมทางด้านทักษะภาษา ด้านวัฒนธรรมและวิชาการเพื่อนักเรียนที่สนใจศึกษาต่อระดับปริญญาตรีในต่างประเทศ การสอบวัดระดับภาษา หรือเพื่อให้ผู้เรียนมีคุณสมบัติเพิ่มเติมในด้านทักษะ
ภาษาต่างประเทศ",อ.ดร.กวิตา,1,ทุกกลุ่ม,10,"ไม่รับนักเรียนที่เรียนศิลป์ 
(ภาษา) ที่เป็นภาษาเดียวกับวิชานี้",,,,,,,,,,,,,,,✔,✔,,,
ญ30234,ภาษาญี่ปุ่นเบื้องต้น 4,1,2,สำหรับนักเรียนในทุกกลุ่มการเรียนที่มีพื้นฐานมาแล้วและมีความสนใจในภาษา ญี่ปุ่น การจัดการเรียนการสอนเพื่อเตรียมความพร้อมทางด้านทักษะภาษา ด้านวัฒนธรรมและวิชาการเพื่อนักเรียนที่สนใจศึกษาต่อระดับปริญญาตรีในต่างประเทศ การสอบวัดระดับภาษา หรือเพื่อให้ผู้เรียนมีคุณสมบัติเพิ่มเติมในด้านทักษะภาษาต่างประเทศ ที่ 3 หรือภาษาที่ 4 ต่อไป,อ.ทาเคชิ,1,ทุกกลุ่ม,10,"ไม่รับนักเรียนที่เรียนศิลป์ 
(ภาษา) ที่เป็นภาษาเดียวกับวิชานี้",,,,,,,,,,,,,,,✔,✔,,,
ก30211,ภาษาเกาหลีคาจา 2,1,2,สำหรับนักเรียนในทุกกลุ่มการเรียนที่มีความสนใจในภาษาเกาหลีเบื้องต้น เพื่อเตรียมความพร้อมทางด้านทักษะภาษา และด้านวัฒนธรรมหรือเพื่อให้ผู้เรียนมีคุณสมบัติเพิ่มเติมในด้านทักษะภาษาต่างประเทศ ที่ 3 หรือภาษาที่ 4 ต่อไป,อ.ฮเยริน,1,ทุกกลุ่ม,11,,,,,,,,,,,,,,,,✔,✔,,,
ญ32204,ฟัง-พูดญี่ปุ่น 2,0.5,1,สำหรับนักเรียนที่มีพื้นฐานภาษาญี่ปุ่นมาแล้ว มีความสนใจพัฒนาทักษะการสนทนาภาษาญี่ปุ่นเพิ่มเติม ศึกษาการพูดสนทนาภาษาญี่ปุ่นด้วยน้ำเสียงและสำเนียงให้เป็นธรรมชาติ ในสถานการณ์ต่าง ๆ ที่หลากหลาย โดยจัดการเรียนการสอนที่มุ่งเน้นให้นักเรียนมีโอกาสฟังและพูดภาษาญี่ปุ่นอย่างเพียงพอและสามารถนำไปประยุกต์ในชีวิตประจำวันได้,อ.ดร.กวิตา,1,ทุกกลุ่ม,15,มีพื้นฐานภาษาญี่ปุ่นระดับ N5,,,,,,,,,✔,,,,,,,,,,
ป30221,"วัฒนธรรมสเปนและลาติน
อเมริกา",1,2,ศึกษาวัฒนธรรมของกลุ่มประเทศผู้ใช้ภาษาสเปน เพื่อเพิ่มพูนความรู้ทางประวัติศาสตร์ ความรู้รอบตัว และวัฒนธรรมต่าง ๆ ผ่านสื่อปัจจุบัน เช่น เพลง กีฬา ภาพยนตร์ ฯลฯ,อ.เบญจมาศ,1,ทุกกลุ่ม,9,,,,,,,,,,,,,,,,✔,✔,,,
อ32236,ภาษาอังกฤษสำหรับการท่องเที่ยว2,1,2,ค้นคว้าข้อมูล ต่างประเทศ อาคารสถานที่ ศิลปกรรม ประวัติ แหล่งท่องเที่ยว อาหารพื้นเมือง การเดินทางภายนอก ภายใน เพื่อการนำเสนอในรูปแบบต่าง ๆ เสมือนหนึ่งนักเรียนเป็นเจ้าของกิจการท่องเที่ยว,อ.วราเดช,1,ทุกกลุ่ม,35,,,,,,✔,✔,,,,,,,,,,,,,
ก30208,ภาษาเกาหลีสำหรับการสอบ TOPIK 2 ,1,2,เตรียมความพร้อมเพื่อสอบวัดระดับ TOPIK ภาษาเกาหลี,อ.ฮเยริน,1,ทุกกลุ่ม,35,,,,✔,✔,,,,,,,,,,,,,,,
ก32202,"เรียนรู้เกาหลีผ่านสื่อสังคมออนไลน์

(ปิดรายวิชา)",0.5,1,"เรียนรู้ มารยาทในการใช้สื่อสังคมออนไลน์ เรียนรู้ วิถีชีวิต 
การเป็นอยู่ และ ไลฟ์สไตล์ของชาวเกาหลี จากสื่อสังคมออนไลน์ นอกจากนี้ เรียนคำหรือวลีสั้นๆ ที่ขาวเกาหลีใช้
กันในชีวิตประจำวัน",อ.แพร์ฉายญ์,1,ทุกกลุ่ม,25,,,,,,,,,,,,,,,,,,,,✔
ฝ32202,ภาษาฝรั่งเศส 4,3,6,มุ่งเน้นการพัฒนาทักษะภาษาฝรั่งเศสเพื่อการสื่อสารรอบด้านในชีวิตประจำวันในระดับ CEFR A1-A2 ทั้งการฟัง พูด อ่าน และเขียน ผ่านการฝึกใช้ภาษาและสำนวนในสถานการณ์ทั้งแบบทางการและไม่เป็นทางการที่เหมาะสมกับวัฒนธรรมฝรั่งเศส และค้นคว้าข้อมูลจากสื่อต่าง ๆ เพื่อนำไปใช้สื่อสารและเผยแพร่ความรู้ได้อย่างสร้างสรรค์,"อ.ณิชาภัทร / 
อ.วิรัชวิชชา",1,ศิลป์,5,เฉพาะนักเรียน ศิลป์-ภาษา,✔,✔,,,,,✔,,,✔,,,,,,,✔,✔,
ย32202,ภาษาเยอรมัน 4,3,6,"พัฒนาทักษะภาษาเยอรมันเบื้องต้น ทั้งการฟัง พูด อ่าน และเขียน โดยเน้นการอ่านออกเสียงข้อความและบทกลอนสั้น ๆ รวมถึงการตอบคำถามและแสดงความคิดเห็นจากเรื่องราวที่อ่าน ในหัวข้อเกี่ยวกับชีวิตประจำวัน เช่น ครอบครัว, สุขภาพ, และสภาพอากาศ พร้อมเลือกใช้คำและสำเนียงที่เหมาะสม","ผศ.รัตนา / 
อ.ณัฏฐริญา",1,ศิลป์,2,เฉพาะนักเรียน ศิลป์-ภาษา,✔,✔,,,,,✔,,,✔,,,,,,,✔,✔,
จ32202,ภาษาจีน 4,3,6,ฝึกทักษะภาษาจีนทั้ง การฟัง พูด อ่าน และเขียน โดยเน้นการออกเสียงประโยคและข้อความที่ยาวขึ้นอย่างถูกต้อง รวมถึงฝึกถาม-ตอบและแสดงความคิดเห็นเกี่ยวกับเรื่องราวในชีวิตประจำวัน นอกจากนี้ยังจะได้เรียนรู้ไวยากรณ์และโครงสร้างประโยคผ่านการสังเกต วิเคราะห์ และค้นคว้าด้วยตนเอง,อ.ถาน,1,ศิลป์,4,เฉพาะนักเรียน ศิลป์-ภาษา,✔,✔,,,,,✔,,,✔,,,,,,,✔,✔,
ญ32202,ภาษาญี่ปุ่น 4,3,6,เรียนรู้ภาษาญี่ปุ่นระดับ A1 ในหัวข้อที่เกี่ยวข้องกับชีวิตประจำวัน เช่น การท่องเที่ยว การซื้อของ และสุขภาพ โดยจะเน้นการเรียนรู้ผ่านการมีส่วนร่วมในกิจกรรมต่าง ๆ ที่ผู้เรียนสนใจและลงมือปฏิบัติจริง เช่น การดูวิดีโอ การฟังเพลง หรือการทัศนศึกษา เพื่อให้สามารถใช้คำศัพท์ได้อย่างเหมาะสม และเข้าใจวัฒนธรรมญี่ปุ่นอย่างลึกซึ้ง,"อ.ทาเคชิ / 
อ.ดร.กวิตา",1,ศิลป์,8,เฉพาะนักเรียน ศิลป์-ภาษา,✔,✔,,,,,✔,,,✔,,,,,,,✔,✔,
กลุ่มกิจกรรมพัฒนาผู้เรียน,,,,,,,,,,,,,,,,,,,,,,,,,,,,
พ30203,การจัดการค่ายพักแรม,0.5,1,"เพื่อให้นักเรียนได้ทราบและเข้าใจในความหมายของคำว่าการจัดการค่ายพักแรม ตลอดจนมีความเข้าใจ ใน ขบวนการจัดค่ายพักแรมประเภทต่าง ๆ การบริหารและจัดการค่ายประเภท
ต่าง ๆ และการเตรียมงาน การดำเนินงานใน ค่ายพักแรม
การประเมินผลการจัดค่ายพักแรม ",อ.ชวลิต,1,ทุกกลุ่ม,25,,,,,,,,✔,,,,,,,,,,,,
